Country Code,year,primary_enroll_gross_pct,secondary_enroll_gross_pct,tertiary_enroll_gross_pct,log_gdp_pc_current_usd,population_total,percent_urban,birth_rate_crude_per_1000,female_emp_ratio,industry_emp_pct,unemployment_pct,youth_emp_ratio,youth_unemp_pct,gdp_growth,gni_per_capita,poverty_3day
AFE,2004,89.6281967163086,31.5510196685791,5.12434005737305,6.896709967121553,450928044.0,30.0878370669042,40.0101592364679,60.6255136848314,10.120587345611,7.27852246959678,48.7687974732896,14.768762261398,5.63469800866547,814.807269387596,
AFE,2005,92.893928527832,32.5553398132324,5.39512014389038,7.026690826589139,463076637.0,30.5372758629303,39.8397725808245,60.8091169969031,10.094679863409,7.10041371887931,48.8476555343582,14.543191281574,6.17365914390395,1019.84230606053,
AFE,2006,95.3214797973633,34.0642395019531,5.67903995513916,7.119042102782376,475606210.0,30.9876495544836,39.5597498245471,60.6980947708392,10.1014102917774,7.03560059961336,48.7031857629037,14.3835958800104,6.63749738735714,1149.22713985514,
AFE,2007,98.4766082763672,35.4449501037598,5.82964992523193,7.2309632159463035,488580707.0,31.3629773942904,39.198574291596,60.5307169831242,10.139437033193,6.98058891496815,48.4764925974046,14.2477570217234,6.70003329209791,1261.68821846399,
AFE,2008,102.146499633789,36.8555488586426,6.22163009643555,7.277624818188017,502070763.0,31.848999584948,38.9724856893111,60.3268848957753,10.1273112954244,6.95926232871186,48.2505631292329,14.1515651412568,4.43752919445292,1349.8899235248,
AFE,2009,101.704643249512,37.9614715576172,6.78540992736816,7.250460526109986,516003448.0,32.2400677597918,38.441366401009,59.9222936708198,10.0263157844192,7.0293349336202,47.6597147476431,14.4819908787365,0.919472850509038,1367.9139332181,
AFE,2010,101.005401611328,38.864860534668,7.34631013870239,7.395663441122376,530308387.0,32.5903609820214,37.9573871547594,59.3175587343578,9.89751965974886,7.33948885318777,46.9285311038609,15.3561718663251,5.30790438645938,1436.12637301398,
AFE,2011,100.985237121582,39.4915084838867,7.71177005767822,7.474198711677092,544737983.0,32.9380985869792,37.4406949745048,59.5455303258563,9.88134197749162,7.303350943492,47.3545477036414,15.3637560279339,4.07747696614018,1558.82262790593,
AFE,2012,101.240112304688,40.5120582580566,7.9946699142456,7.457054041221703,559609961.0,33.2867060801392,36.8771687678733,58.8101174750712,9.9102665291344,7.10873740350119,46.3119767572827,14.9437509400049,1.89717291956102,1664.44522327829,
AFE,2013,100.529190063477,41.1352310180664,8.18673038482666,7.441920059806959,575202699.0,33.6673142772775,36.3463694285916,59.7630478949462,9.94270737739461,6.88972223038428,47.9842516355784,14.4243198945435,4.35668249727492,1689.98746939179,
AFE,2014,100.930152893066,42.2156600952148,8.29104042053223,7.432582496810192,590968990.0,34.0775774023013,35.9315290327129,58.9529449399953,9.77846063630877,6.86242857576034,46.71234754766,13.9952121941726,3.92038970191821,1667.07312352298,
AFE,2015,99.6975326538086,42.2618598937988,8.43400001525879,7.312470265870313,607123269.0,34.4906809355644,35.4551248840719,58.4480563511201,9.86710910384492,6.9309412585873,46.3496380205118,13.6797745563027,2.93402965863687,1550.54240260181,
AFE,2016,100.342109680176,42.6814994812012,8.57314014434814,7.196289863189445,623369401.0,34.8812106693274,35.067865907406,57.8038778494832,9.78006353103477,7.07442880999326,45.8214432884405,13.7254915477106,2.13011703002091,1405.93637973121,
AFE,2017,101.228408813477,43.2540893554688,8.71269035339355,7.331783176963676,640058741.0,35.2829868326458,34.8139923266308,57.0209776131321,9.73914364860188,7.21491501896869,45.1296672842334,13.5947872823428,2.67752389715308,1370.75226374024,
AFE,2018,102.624809265137,43.5594100952148,8.7509298324585,7.347347200870937,657801085.0,35.714718464725,34.5836148275797,56.4785971060909,9.76606721976164,7.24484282680542,44.5115551384445,13.5658338317096,2.70519413363353,1435.80774230659,
AFE,2019,103.610618591309,44.1287307739258,8.67273044586182,7.317932998363618,675950189.0,36.0973307017698,34.3358814354219,55.8105032004172,9.62138227310242,7.45910636823544,43.9614298260625,13.8393764763856,2.03007686221603,1501.99695269359,
