Country Code,year,avg_schooling_years,primary_enroll_gross_pct,secondary_enroll_gross_pct,tertiary_enroll_gross_pct,population_total,percent_urban,political_stability,log_gdp_pc_current_usd,join_year,treated,post_join
CAF,1996,,,,,3435965.0,37.5194864230787,-1.21172964572906,5.684621997255075,2021.0,1,0
CAF,1997,,,,,3531700.0,37.5623675900822,,5.5854540992901445,2021.0,1,0
CAF,1998,,,,,3628827.0,37.6060609272702,-1.14174938201904,5.589383249700823,2021.0,1,0
CAF,1999,,,,2.01588010787964,3729450.0,37.6519674007269,,5.594696338637732,2021.0,1,0
CAF,2000,,,,1.94369995594025,3833416.0,37.7014879765364,-1.12044250965118,5.481280941063131,2021.0,1,0
CAF,2001,,68.3127670288086,10.9798498153687,,3919487.0,37.7560236207831,,5.476261450107531,2021.0,1,0
CAF,2002,,60.4311485290527,10.9962396621704,,4006077.0,37.8169752995511,-1.73340618610382,5.520017039885567,2021.0,1,0
CAF,2003,,59.6871795654297,,,4103086.0,37.8863171931924,-1.53887343406677,5.6326587350205015,2021.0,1,0
CAF,2004,,51.2870597839355,,1.66786003112793,4192826.0,37.9626889392062,-1.42424488067627,5.718544054952909,2021.0,1,0
CAF,2005,,57.085090637207,,,4288810.0,38.0448510426866,-1.42799496650696,5.746043507308037,2021.0,1,0
CAF,2006,,56.7010307312012,,1.08675003051758,4377579.0,38.134433681123,-1.85155153274536,5.813958934724114,2021.0,1,0
CAF,2007,,65.5534591674805,,,4462770.0,38.2343339436079,-1.85726404190063,5.945124881217245,2021.0,1,0
CAF,2008,,75.8503494262695,,2.16495990753174,4558984.0,38.3474489192338,-1.84381413459778,6.082785587056321,2021.0,1,0
CAF,2009,,77.4299163818359,11.9955196380615,2.30814003944397,4529047.0,38.476675697093,-1.90398991107941,6.125714967822598,2021.0,1,0
CAF,2010,,81.2789535522461,,2.53881001472473,4492995.0,38.6244963104203,-2.0206253528595,6.169346653589559,2021.0,1,0
CAF,2011,,81.3504028320312,15.9189596176147,2.95497989654541,4565021.0,38.8030669465007,-1.78938913345337,6.282373809335901,2021.0,1,0
CAF,2012,,81.9315032958984,15.6197595596313,2.77519989013672,4610848.0,39.0301696038517,-1.85292291641235,6.301511859716566,2021.0,1,0
CAF,2013,,,,,4642419.0,39.3042963482777,-2.15489673614502,5.90090222553877,2021.0,1,0
CAF,2014,,,,,4623182.0,39.6226521868738,-2.69919323921204,6.01822936720405,2021.0,1,0
CAF,2015,,,,,4629320.0,39.9824421267351,-1.89358747005463,5.906241172338684,2021.0,1,0
CAF,2016,,96.8125991821289,13.9465503692627,,4713663.0,40.3808711749566,-1.77954876422882,5.961459369124727,2021.0,1,0
CAF,2017,,,15.8074398040772,,4793511.0,40.8151443386334,-1.99353337287903,6.071485775360675,2021.0,1,0
CAF,2018,,,,,4878657.0,41.2824666248606,-2.17220759391785,6.123027672720464,2021.0,1,0
CAF,2019,,,,,4944703.0,41.7800430407332,-2.13587546348572,6.109755159708588,2021.0,1,0
CAF,2020,,,,,5026628.0,42.3050785933463,-2.23627758026123,6.139623896047202,2021.0,1,0
CAF,2021,,,,,5112100.0,42.8547782897949,-2.12685298919678,6.2010427899213,2021.0,1,1
CAF,2022,,,,,5098039.0,43.2751967457285,-2.20505237579346,6.14923685739227,2021.0,1,1
CAF,2023,,,,,5152421.0,43.6983692134165,-2.20310711860657,6.20854756501151,2021.0,1,1
CAF,2024,,,,,5330690.0,44.1243555638904,,6.248354238014377,2021.0,1,1
CAN,1990,,,,,27691138.0,76.5564437077021,,9.977056789609922,,0,0
CAN,1991,10.62492,,,,28037420.0,76.5953841315163,,9.991855190714656,,0,0
CAN,1992,,,,,28371264.0,76.7352832428064,,9.949957433059884,,0,0
CAN,1993,,,,,28684764.0,76.9965686255912,,9.912833684972272,,0,0
