Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United Arab Emirates,ARE,16.314,15.978,15.779,15.647,15.115,14.343,12.292,11.127,9.999,11.083,11.249,11.372,11.678,11.819,11.471,11.02,10.747,10.661,10.248,10.094,10.465,9.279
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United Kingdom,GBR,11.5,11.3,11.3,11.7,11.9,12,12.3,12.6,12.9,12.7,12.9,12.8,12.8,12.1,12,11.9,11.8,11.4,11,10.645,10.204,10.241
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United States,USA,14.4,14.1,14,14.1,14,14,14.3,14.3,14,13.5,13,12.7,12.6,12.4,12.5,12.4,12.2,11.8,11.6,11.4,10.9,11
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Uruguay,URY,15.952,15.695,15.644,15.275,15.078,15.096,14.829,14.613,14.449,14.328,14.246,14.052,14.208,14.336,14.235,14.302,13.726,12.707,11.687,10.894,10.41,10.071
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Uzbekistan,UZB,21.737,21.097,20.901,20.464,20.605,20.404,20.919,22.233,23.155,23.144,22.449,21.929,21.959,22.989,23.846,23.982,23.513,23.196,24.007,24.722,25.634,26.45
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Vanuatu,VUT,32.312,32.279,31.808,31.554,31.408,31.235,31.373,31.851,32.495,32.777,32.951,33.094,33.172,33.235,33.085,32.788,32.506,32.083,31.429,30.717,29.941,29.334
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Venezuela, RB",VEN,23.681,23.599,23.282,22.939,22.42,22.373,22.104,21.512,21.058,20.555,20.276,20.197,19.94,19.475,19.055,18.604,18.262,17.931,17.33,16.299,15.542,15.219
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Viet Nam,VNM,18.018,18.123,18.095,18.151,17.996,17.369,17.249,17.537,17.664,17.528,17.409,17.588,17.892,17.888,18.671,18.498,17.313,16.764,15.438,15.513,15.234,14.735
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Virgin Islands (U.S.),VIR,14.4,13.1,15.1,14,14.5,14.8,13.2,16.4,15.8,15.3,14.8,13.8,13.1,13.1,13.2,13.2,13,12.8,12.6,12.3,12.1,11.8
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,West Bank and Gaza,PSE,40.9,40.2,39.6,38.8,38.1,37.3,36.7,35.855,33.887,34.019,34.543,34.083,33.371,32.9,32.782,32.87,32.274,31.432,30.529,29.708,28.877,28.225
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Yemen, Rep.",YEM,40.859,40.164,39.579,39.37,38.911,38.39,38.152,37.529,36.918,36.561,35.609,34.708,35.166,35.483,35.738,35.938,36.034,36.067,36.046,35.947,35.895,35.668
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Zambia,ZMB,45.465,44.774,44.332,43.945,43.921,43.838,43.681,43.178,42.632,42.034,41.393,40.661,39.864,38.983,38.114,37.344,36.617,35.938,35.464,35.006,34.408,33.93
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Zimbabwe,ZWE,36.128,36.463,36.539,36.613,36.326,35.803,35.203,35.651,36.361,37.518,37.869,38.142,37.805,36.975,35.407,33.918,32.704,31.813,31.327,31.121,30.988,30.932
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Africa Eastern and Southern,AFE,41.0069580245934,40.7403683554937,40.4187327770083,40.1466747369261,40.0101592364679,39.8397725808245,39.5597498245471,39.198574291596,38.9724856893111,38.441366401009,37.9573871547594,37.4406949745048,36.8771687678733,36.3463694285916,35.9315290327129,35.4551248840719,35.067865907406,34.8139923266308,34.5836148275797,34.3358814354219,34.0104704037851,33.6813361926573
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Africa Western and Central,AFW,43.3587024195278,43.2253020846609,43.0233519355738,42.8742750010116,42.654618566425,42.5783285435317,42.3868159929316,42.1041161109383,41.9105788683142,41.6862872545713,41.456578220165,41.1375845722575,40.6626000796335,40.0693770240561,39.4863541861126,38.7440359496532,37.8591169400497,36.958093589512,36.0459008849184,35.1765875292155,34.4176753075527,34.1015452171251
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Arab World,ARB,29.4834712748327,29.1135988170212,28.7348213504792,28.5657733900258,28.3974113432935,28.3268115025882,28.3445733481459,28.4073640124997,28.3600440415312,28.3414812512841,28.409109617044,28.3486644960016,28.3680014769434,28.1418909219337,27.821503842211,27.3846249262358,26.6544210388378,26.2506754918238,25.3797481096521,24.7918834648583,24.4078786443566,23.8889735225159
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Caribbean small states,CSS,20.0275200813704,19.5772228017598,18.9073132908463,18.3752187097475,17.9567096086355,17.8212553056352,17.7231377053221,17.6667803593931,17.5743616907388,17.4478235474266,17.0888659043666,16.8913248517593,16.7821916040057,16.6663120117942,16.5074471863827,16.2299249949759,15.9132858516036,15.5691487501546,15.2309102593713,15.1925253296434,14.8023113464843,14.4492017486734
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Central Europe and the Baltics,CEB,9.77092743419176,9.43689219382705,9.27703769430054,9.28417867874175,9.49946853674401,9.76067384088354,9.95849846965394,10.2076348610633,10.7450559900911,10.7825508634384,10.5442007818566,9.97322278608419,9.97089610866382,9.6439670558467,9.93815859372765,9.88996298909598,10.1565225386552,10.3940851096217,10.1181520284445,9.93209882004362,9.70552588928268,9.54356119967269
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Early-demographic dividend,EAR,27.4813556560598,27.1125217472736,26.5614319368417,26.0109353904014,25.5351208911517,25.0682540596777,24.6818952567978,24.3482660496965,24.1025275311294,23.8130129461886,23.424007238523,23.0999021557234,22.7700305877119,22.3264312151907,21.7402385820857,21.4664982629771,21.10869158375,20.5510351475921,20.2311354690886,19.7367851968491,19.2516149531206,18.981941767367
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,East Asia & Pacific,EAS,15.8526621335661,15.3108908637532,14.861903172615,14.4808815930757,14.3251714587821,14.3056929493526,14.1359413520813,14.167133789292,14.1405032143089,13.9652974713952,13.9008902188822,14.7515134536388,15.5022669586538,14.3958361536487,14.7816075396243,13.5796052513996,14.3263871013016,13.5591013960284,12.2896392340449,11.8748942502151,10.5938015416744,9.8654127584761
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,East Asia & Pacific (excluding high income),EAP,16.4457113041847,15.9302029150157,15.474267945178,15.0812694347815,14.9277249100667,14.9466451331386,14.7227490507555,14.7224001203398,14.7019205282667,14.5308010386388,14.4584262701635,15.4054887168982,16.2269115674342,15.048549393679,15.4822755054172,14.1363268812179,15.0026815641465,14.190472931487,12.8048408487262,12.3838921790286,10.9968752236907,10.1981100369895
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,East Asia & Pacific (IDA & IBRD countries),TEA,16.431581968498,15.9175905779861,15.4667866666519,15.0782387277398,14.9320745103376,14.960289917537,14.7319240283008,14.7336844931996,14.7120509239342,14.5454011359441,14.4734614812328,15.4328344247374,16.2640340573922,15.070085700875,15.508521826042,14.1454063960717,15.0221664930098,14.199530081271,12.7971568955179,12.371239905824,10.9671214462471,10.1599252338034
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Euro area,EMU,10.6147461228777,10.3762887164229,10.3147836441694,10.324978117442,10.384854519245,10.2753352081178,10.3668507627587,10.3525069124433,10.5287315640381,10.3402836626249,10.3330462919126,10.1370294032683,9.97743506521047,9.72772580346601,9.78589451091784,9.66846626080559,9.71933223115668,9.47191175742524,9.27797304012555,9.10207545699417,8.88483470493758,9.00505843965657
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia,ECS,11.6949094925194,11.5236462125264,11.5494234746255,11.6801683874126,11.8599211735849,11.8419853434858,12.0432818254215,12.3347055105943,12.7096249172737,12.6790177839389,12.6818676713129,12.5252978146713,12.6570391277136,12.4800048380234,12.6279929663028,12.4918117440974,12.3797129724957,11.8984770833371,11.6101054049741,11.2860001544788,11.0124751733553,10.9772616838422
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia (excluding high income),ECA,16.1707306028675,15.8395805200332,15.6237690674175,15.6597117162747,15.9882319033094,16.0785405143134,16.4541656439665,16.8084226333886,17.2432113945963,17.2446955050532,17.1324316150908,17.0426964208061,17.308063640134,17.36029997719,17.6398684972383,17.3162319988965,16.937344244738,16.3172263314182,16.0639720483463,15.7277285333239,15.3757771794939,15.1868562092634
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia (IDA & IBRD countries),TEC,12.6315500699699,12.5215215966904,12.6188480749247,12.8140015449528,13.0905642983861,13.1222999829906,13.3895019248014,13.941262256551,14.5017319762923,14.6267603405095,14.6131299752721,14.5017525479145,14.8812360446595,14.8216837252788,15.0609891717216,14.8882857124867,14.6157313452404,13.9108750650021,13.5476317109317,13.0986383746658,12.7934976236441,12.6011391056002
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,European Union,EUU,10.4601293085186,10.2182025178045,10.1405489889134,10.1566165986821,10.248175728541,10.2159851116368,10.3430954072912,10.3781524146244,10.6244976753996,10.4780540853965,10.432756306775,10.1310621724031,10.015845476789,9.74925547870643,9.86087120492975,9.75617122991726,9.86246824503842,9.72241744854824,9.51211655861318,9.33303736955555,9.11715675547849,9.17631889285462
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Fragile and conflict affected situations,FCS,37.9432313962306,37.7804450997776,37.5817250056546,37.4194004533204,37.2434314684901,37.0820067389086,36.9731827398737,36.7912183699902,36.648277124411,36.4298164726294,36.2015725312498,35.9776126766736,35.5885874400495,35.1319033320662,34.726503053077,34.2512448272517,33.7288596141164,33.2494815274795,32.8100414072448,32.4239619593516,32.010357519362,31.7803609609863
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Heavily indebted poor countries (HIPC),HPC,43.437220786395,42.998797688778,42.5445237342371,42.1971693251842,41.9197259071889,41.6393662194004,41.2868015079011,40.8646699198814,40.4203384845579,40.0487222454471,39.6890404668468,39.2002917194839,38.714714080858,38.214631350558,37.7517977685814,37.3489750054204,36.9250235874186,36.5456560602864,36.1781933674505,35.7809413936876,35.3435911591873,34.952007012197
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,High income,HIC,11.8706979395201,11.5749545757299,11.4948470539843,11.5276069575516,11.5181589298306,11.4246550067803,11.612885484503,11.8176020809103,11.9143812526722,11.7362462428987,11.6153389480862,11.4584898363084,11.50594321405,11.2178127975265,11.2840134608429,11.2004348497474,11.0814231175582,10.6752257920289,10.3928114321726,10.0488265428965,9.67638693962836,9.64351469345762
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IBRD only,IBD,20.0385267701878,19.6674142487044,19.2511313882636,18.873545355793,18.6604150308674,18.4618827922537,18.1787800446877,18.0434665844457,17.9743578469634,17.8127698950141,17.6193489680463,17.9071940574554,18.1719992504154,17.4512447574714,17.3669990641142,16.6496020173026,16.8429437513242,16.1346119777248,15.3429245251106,14.8354217654102,13.9226557867817,13.4169880144104
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA & IBRD total,IBT,24.0340075025801,23.7023780416114,23.3261334697514,22.9896987834753,22.769810543808,22.5818481965561,22.3539297536587,22.241132774787,22.1804029693971,22.0286638480354,21.837360991733,21.9859620915695,22.1159561364011,21.5090062826837,21.3762617462863,20.7678437969829,20.8244985408089,20.2354549293598,19.6009260775664,19.1804608940206,18.4656336136769,18.0897350745304
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA blend,IDB,38.6406378267359,38.2869842199961,37.8943246821106,37.5609124318051,37.0255652706779,36.8093184158841,36.8229826355316,36.8207227915745,36.9311607320553,36.8180713312127,36.5645439658466,36.1120362131427,35.5252376619867,34.9777785867337,34.4502432134715,33.7786659783841,32.9406147347525,32.3391161912658,31.7360320683307,31.1508026339009,30.6297477169557,30.4394682110818
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA only,IDX,37.7752189198859,37.3996336547442,36.9649886967758,36.561526215244,36.204596578267,35.8150404397274,35.4544143170302,35.0996623190752,34.7034100540739,34.3051904754009,33.8893070384076,33.4561301739609,33.1312275449021,32.8358577244132,32.5057655668528,32.2243792259159,31.9462686656193,31.6743709828764,31.4691918588452,31.2514259180729,30.9830524270787,30.7360738444267
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA total,IDA,38.0761620515444,37.7088450900426,37.2890568143828,36.9101955290263,36.4914026072193,36.1627992220949,35.9335189960629,35.7032819623142,35.4865843651586,35.1905921491543,34.8339016147587,34.3951348638138,33.9779960953068,33.5938390886545,33.193782142715,32.7739683173779,32.2972986596746,31.9086361112376,31.5630654941698,31.2161031944857,30.8592812740245,30.6323279580083
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Late-demographic dividend,LTE,14.7723609025469,14.2768529672207,13.8909224400171,13.5744987014806,13.4654168851534,13.4425441754759,13.2051712938686,13.253868338809,13.3107350342136,13.1738035913296,13.1088339965958,13.91616414412,14.736412355595,13.7220502397054,14.2374062561798,13.0435909636803,13.8326952657499,13.0931538825197,11.8590566385453,11.4418954543081,10.1415765010476,9.40117411079471
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & Caribbean,LCN,22.2663950644305,21.7080301027148,21.1792095241984,20.6475471937333,20.2629902136666,19.9041593271576,19.4868885473873,19.1318597756527,18.8735333790398,18.6226653500178,18.3429809922614,18.1319263086019,17.8253581505693,17.5716003681687,17.3468130030399,17.0063233322496,16.4953458816848,16.2116395298334,15.9737670052658,15.5087015507488,14.9391191354951,14.6690288135715
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & Caribbean (excluding high income),LAC,22.528196880408,21.939137310136,21.4054280122921,20.8566579825669,20.4699905607554,20.0767901171622,19.6434860053535,19.2725820765612,19.0011568945132,18.7511019507931,18.4714744410066,18.2446555927215,17.9283714811262,17.68444625645,17.4639576426995,17.1254163368736,16.6015542680984,16.352962633854,16.1393914301022,15.7203555099389,15.1753094485552,14.9365918972326
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,22.5327748977351,21.9720331720367,21.4289282970222,20.8926550859751,20.5119379495093,20.1547871870532,19.7419800799959,19.3739461426813,19.0880654888619,18.8160084145168,18.5321129335573,18.3080112969335,18.0044318186042,17.7468132580024,17.5216615605543,17.1739187108579,16.6639441787496,16.3803114441686,16.1353180843437,15.6680245163605,15.092873512777,14.8230781747136
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Least developed countries: UN classification,LDC,39.1759192543106,38.7739028215021,38.3203677198176,37.9067679958312,37.5344934459906,37.1176372706238,36.736958360356,36.3407532016837,35.883675504088,35.4775012917837,35.0240480543981,34.5555701581819,34.2002609021371,33.8795370228463,33.5932473484052,33.3410144547051,33.1070728297098,32.8585650401009,32.6425020268958,32.4105852549942,32.1482101008838,31.904386720599
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Low & middle income,LMY,24.40458046842,24.037796291489,23.6157810008375,23.242176583533,22.9944350141196,22.7888647706344,22.5466435524367,22.402911532754,22.322739987681,22.1674590000616,21.9719718603654,22.1430378333136,22.2744539683389,21.651997430691,21.5052989439864,20.8617898503985,20.9241626349883,20.3304901440985,19.6711508091726,19.2446182966096,18.5015925917453,18.1154534114637
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Low income,LIC,42.5445849844991,42.0989070791954,41.6409629795186,41.3313757792757,41.0362051292584,40.7282220597417,40.5326046035161,40.3276510202006,40.137748648442,39.8869298260012,39.5672669744872,39.1383341681347,38.8071923828771,38.4138664501863,37.9432714556925,37.5187003959304,37.0628390317202,36.7705239214552,36.3868939147393,36.0508853041355,35.7136662122534,35.4316870131136
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lower middle income,LMC,29.9650445603147,29.6831192275753,29.1762877894179,28.6507380626666,28.1256855777801,27.5705745044307,27.157705481854,26.8022509307884,26.5656992460284,26.3494823620824,25.9554689434431,25.5715381191709,25.2016649235233,24.7688232836024,24.1378774916206,23.8728301153389,23.4530872087792,22.8290760086899,22.4632146073091,21.9567930328921,21.4577817098943,21.1898929518099
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Middle East, North Africa, Afghanistan & Pakistan",MEA,29.5966344581709,29.0498427330156,28.5431375568219,28.3033272947415,27.8998398583134,27.7435927588805,27.8895107368461,28.0141644684164,28.0987768503555,28.1350141808852,28.1800025028621,28.0572676174952,28.0095219985294,27.7664103607918,27.436080761697,26.9712038400832,26.2828895249886,25.8786899971924,25.0440636331911,24.3647190689917,23.9264084185914,23.5441523779331
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,29.9816810075306,29.4894638677324,29.0242096623337,28.8262131535822,28.4553314209023,28.3271537027387,28.5205717978745,28.6880879988125,28.8340714734558,28.9006051580957,28.9585754888242,28.8463887083179,28.811678727595,28.6084521491627,28.2618389723439,27.8214312021874,27.0985812798696,26.6547242346271,25.7612546856819,25.1064504549323,24.7064449407002,24.3096569566221
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,29.9123311146721,29.4211820581789,28.9565158857258,28.7621430391725,28.3931950629986,28.2691809037303,28.4675775011411,28.641479562607,28.8010167783765,28.8669678661793,28.921715017728,28.8116755453267,28.781313124178,28.5797276085906,28.2314316305073,27.7872710883768,27.0633473954335,26.6220990405908,25.7284410786422,25.0745482854479,24.6773167450328,24.2821040507086
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Middle income,MIC,23.1014308828969,22.7249313671482,22.2854697201798,21.8855795783007,21.6211969652072,21.4021798546641,21.1326049654279,20.9698351374136,20.8756034167929,20.7051021608821,20.4969846734595,20.696372631316,20.8473525984676,20.187266608418,20.0518560242049,19.3701641965633,19.4578932776749,18.813247926583,18.1017997530886,17.6373594827911,16.8243153865653,16.3962096878064
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,North America,NAC,14.0368537272308,13.7759553642615,13.6557178698892,13.7554716222146,13.6652065593883,13.6749291765714,13.9746836502616,14.0042451277975,13.753179221073,13.2922452950642,12.8215124185199,12.5309175128241,12.4403673536033,12.2499089784841,12.3395322328043,12.2296621496493,12.0392093334676,11.6485542498253,11.4473668918924,11.2460986480566,10.7555927093283,10.8653034133472
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,OECD members,OED,13.8117011518988,13.4677547651817,13.2476267734013,13.1765495767549,13.0978358622457,12.9646858598145,13.0882262104573,13.1225474872102,13.0968248293709,12.8121410265703,12.6491597579318,12.4093507713269,12.3359228018066,12.0806158749061,12.0796921621507,11.9040064750481,11.7373342518223,11.4243407602044,11.1866144108952,10.9091856651893,10.5233203977861,10.5061075067836
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Other small states,OSS,22.1735367079346,21.805609485409,21.6836884182865,21.5815861635512,21.4077461009527,21.0974346164886,20.8158544763913,20.6708414764083,20.6088167481386,20.3796549254397,20.0007682803259,19.626617446808,19.2959227693754,18.840778612454,18.5111107410794,18.089774330474,17.8073533787527,17.353903470717,16.9713229666063,16.6115908163936,16.38664524387,16.2189700698196
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Pacific island small states,PSS,29.4166408082363,29.1674677910219,28.9404503866561,28.743096949814,28.5582389153136,28.402605260114,28.346411440733,28.2532714384892,28.1394073825644,27.953919314232,27.6682759641286,27.421320058305,27.2639287387688,27.1259023202938,27.0023917446522,26.6479903531864,26.2100998884492,25.6512668945286,25.1624810049846,24.7085617782218,24.302041626694,24.0146262103917
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Post-demographic dividend,PST,11.6132590935026,11.3031330790406,11.187222305458,11.2204141175928,11.2131996084835,11.1312405122123,11.3721646548945,11.4888366894863,11.5288168879097,11.2879068367981,11.1512938893695,10.9621580217228,10.9104201545635,10.6278776221311,10.6370759628077,10.5205105666588,10.4082859149226,10.0509364301963,9.81289690951896,9.56665160135065,9.21699778652959,9.25287128404676
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Pre-demographic dividend,PRE,43.874574933349,43.5838771894355,43.2446713284755,43.0190986904232,42.7981943318295,42.5722377107222,42.3994991983981,42.1127151159812,41.8183867277659,41.5817994655503,41.2804935315517,40.8713247808176,40.3426460603264,39.7768427596911,39.2192728853313,38.5357393541111,37.821379540525,37.1928463875354,36.5613236312586,35.9480536208761,35.3803848718732,35.0514279646299
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Small states,SST,22.5727495645238,22.2018937686007,21.9327445170377,21.715255734107,21.4836161658161,21.2522699998162,21.0486914827158,20.9351838082528,20.861717661563,20.665789394136,20.3081127385179,19.9984553341124,19.7483810107756,19.4198129004139,19.1623228391582,18.7882459931726,18.4820610357374,18.0447879304695,17.660392861301,17.3627809553555,17.0788932641104,16.8572680612763
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Asia,SAS,27.6664748563005,27.3386728544524,26.6774518771716,25.9274407928793,25.2577252732579,24.4352771431655,23.6989133900521,23.0668436153754,22.5902318467548,22.2277347779279,21.6150994486448,21.1197385497421,20.6605877266549,20.1126540518824,19.2380183836357,19.0886848943518,18.9201325540334,18.2256855005369,18.1475574115529,17.6684782271993,17.1258043209131,16.8988487191844
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Asia (IDA & IBRD),TSA,27.6664748563005,27.3386728544524,26.6774518771716,25.9274407928793,25.2577252732579,24.4352771431655,23.6989133900521,23.0668436153754,22.5902318467548,22.2277347779279,21.6150994486449,21.1197385497421,20.6605877266549,20.1126540518824,19.2380183836357,19.0886848943518,18.9201325540334,18.2256855005369,18.1475574115529,17.6684782271993,17.1258043209131,16.8988487191844
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa,SSF,41.956351161065,41.7448034716433,41.4728193296482,41.2518139432389,41.082805567921,40.9517823966006,40.7087657897637,40.3804004625231,40.1682783768972,39.7624686084793,39.3824533433954,38.947508895493,38.420873491692,37.864464068493,37.3812705679721,36.7964404676102,36.2064378158334,35.6885053941594,35.1793279526512,34.6778008593805,34.1757778569413,33.8516334047703
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa (excluding high income),SSA,41.5602593961934,41.3903057907081,41.1668304477384,41.023312055609,40.9040619935901,40.8256640223537,40.6692592313051,40.4196534764125,40.3149695745593,40.0151508941274,39.7015575594923,39.3190317823806,38.8582037189828,38.3426306302585,37.8313624092877,37.1891447373204,36.5329195507299,35.9688500785236,35.3827821342709,34.8071915155471,34.2755546857393,33.9638714311584
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,41.956351161065,41.7448034716433,41.4728193296482,41.2518139432389,41.082805567921,40.9517823966006,40.7087657897637,40.3804004625231,40.1682783768972,39.7624686084793,39.3824533433954,38.947508895493,38.420873491692,37.864464068493,37.3812705679721,36.7964404676102,36.2064378158334,35.6885053941593,35.1793279526512,34.6778008593805,34.1757778569413,33.8516334047703
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Upper middle income,UMC,16.9298676157619,16.4029773282095,15.9603452892242,15.6135830599906,15.5314658528461,15.5729072686173,15.3843120710323,15.3478088802027,15.3389948887927,15.1629095331579,15.0877357656462,15.8229700074136,16.4619304794469,15.5409894464432,15.8778616935925,14.7383291228639,15.3193432699114,14.6257073651651,13.5232521583531,13.0705256861149,11.8854970977343,11.242077086157
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,World,WLD,22.079260051551,21.7504841875624,21.418176157983,21.141807262738,20.9568469868727,20.7895225373151,20.6403670214287,20.567677095151,20.5216797387486,20.3615024303664,20.1883643018624,20.3008492434213,20.4146447367877,19.8666208313049,19.7721167848975,19.2530892601624,19.292471672866,18.7562710534389,18.193325192084,17.8034104364922,17.1494313666411,16.8440304580383
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2026,,,,,,,,,,,,,,,,,,,,,,,,,
